//Substation,Name,Area
110111,DOWG_DOW_G37,WZ_COAST
110114,DOWG_DOW_G61,WZ_COAST
110115,DOWG_DOW_G62,WZ_COAST
110116,DOWG_DOW_G63,WZ_COAST
110124,DOWG_DOW_G66,WZ_COAST
110123,DOWG_DOW_G67,WZ_COAST
900187,DOWG_DOW_G67,WZ_COAST
110135,DOWG_DOW_G81,WZ_COAST
110137,DOWG_DOW_G82,WZ_COAST
110139,DOWG_DOW_G83,WZ_COAST
40490,DOWLAP_X84B8,WZ_COAST
32005,DOWLNGRD,WZ_EAST
5885,DOWNIESW8,WZ_WEST
5883,DOWNIESW9,WZ_WEST
281,DOWNING,WZ_NORTH_CENTRAL
110149,DOW_1_8,WZ_COAST
110118,DOW_61_2_64,WZ_COAST
110132,DOW_84_82_83,WZ_COAST
110150,DOW_A3_1,WZ_COAST
110151,DOW_A4_1,WZ_COAST
110152,DOW_A5_1,WZ_COAST
110146,DOW_DOW_GT96,WZ_COAST
110117,DOW_DOW_ST64,WZ_COAST
110125,DOW_DOW_ST65,WZ_COAST
110141,DOW_DOW_ST84,WZ_COAST
110147,DOW_DOW_ST95,WZ_COAST
110113,DOW_G37_G35,WZ_COAST
110126,DOW_G66_ST65,WZ_COAST
110142,DOW_G96_ST95,WZ_COAST
49191,DOW____A1STR,WZ_COAST
49062,DOW____A1TER,WZ_COAST
49193,DOW____A3STR,WZ_COAST
49194,DOW____A4STR,WZ_COAST
49195,DOW____A5STR,WZ_COAST
49196,DOW____A6STR,WZ_COAST
49069,DOW____A6TER,WZ_COAST
42510,DOW____B138A,WZ_COAST
42511,DOW____B138B,WZ_COAST
42514,DOW____POI8A,WZ_COAST
42515,DOW____POI8B,WZ_COAST
42500,DOW____POI_5,WZ_COAST
2858,DRAGON1_8,WZ_NORTH_CENTRAL
2857,DRAGON2_8,WZ_NORTH_CENTRAL
5130,DRESDEN,WZ_SOUTH_CENTRAL
6350,DRESSY2A,WZ_NORTH_CENTRAL
45740,DRILCO_X67B8,WZ_COAST
5640,DRISCOLLSUB9,WZ_SOUTHERN
79624,DRIVER,WZ_FAR_WEST
42551,DROUET94T3_8,WZ_COAST
42550,DROUET_S06_8,WZ_COAST
6356,DRSY2A,WZ_NORTH_CENTRAL
1331,DRUMRIGT_8,WZ_FAR_WEST
1636,DUBLIN1_8,WZ_NORTH_CENTRAL
1637,DUBLIN1_9,WZ_NORTH_CENTRAL
514,DUBLTRANCH,WZ_NORTH_CENTRAL
2934,DUCKCK1T_8,WZ_NORTH_CENTRAL
2935,DUCKCK1_8,WZ_NORTH_CENTRAL
3191,DUCKCVTA_9,WZ_NORTH_CENTRAL
904016,DUCKCVTA_9,WZ_NORTH_CENTRAL
160191,DUK_DUKE_GT1,WZ_SOUTHERN
160192,DUK_DUKE_GT2,WZ_SOUTHERN
160193,DUK_DUKE_ST1,WZ_SOUTHERN
40360,DUNCAN_X48B8,WZ_COAST
6611,DUNEFIEL2A,WZ_FAR_WEST
6614,DUNETAP2A,WZ_FAR_WEST
9044,DUNLAP5,WZ_SOUTH_CENTRAL
9045,DUNLAP8,WZ_SOUTH_CENTRAL
47580,DUNLVY___B69,WZ_COAST
47071,DUNVAL05T1_8,WZ_COAST
48088,DUNVAL05TP_8,WZ_COAST
48089,DUNVAL24TP_8,WZ_COAST
47072,DUNVAL_T24_8,WZ_COAST
110682,DUP1_V_1_8,WZ_COAST
110685,DUP1_V_2_8,WZ_COAST
110683,DUP2_V_1_8,WZ_COAST
110686,DUP2_V_2_8,WZ_COAST
110684,DUPV1_1_8,WZ_COAST
110691,DUPV1_2_8,WZ_COAST
110692,DUPV1_3_8,WZ_COAST
110681,DUP_DUPV1_G1,WZ_COAST
2158,DUVAL1_9,WZ_NORTH_CENTRAL
2999,DVIL1_8,WZ_NORTH_CENTRAL
3052,DVILS1_8,WZ_NORTH_CENTRAL
49111,DWNTWN_A1STR,WZ_COAST
49011,DWNTWN_A1TER,WZ_COAST
49120,DWNTWN_A2STR,WZ_COAST
49020,DWNTWN_A2TER,WZ_COAST
47500,DWNTWN__B138,WZ_COAST
47510,DWNTWN___B69,WZ_COAST
230,DWUSSWW,WZ_NORTH_CENTRAL
42985,DYANN__POI_8,WZ_COAST
741,DYEMOUND,WZ_NORTH
6269,DYESS1AB2A,WZ_WEST
6265,DYESS2AB2A,WZ_WEST
6274,DYESS3AB2A,WZ_WEST
906830,DYESS3AB2A,WZ_WEST
5132,EAGLECRK,WZ_SOUTH_CENTRAL
11861,EAGLEMNT1_3,WZ_NORTH_CENTRAL
11866,EAGLEMNT2_3,WZ_NORTH_CENTRAL
11865,EAGLEMNT2_5,WZ_NORTH_CENTRAL
11860,EAGLEMNT2_8,WZ_NORTH_CENTRAL
8263,EAGLE_HY4A,WZ_SOUTHERN
8270,EAGLE_PS4A,WZ_SOUTHERN
40500,EAGLE__X86B8,WZ_COAST
8264,EAGLHYTP4A,WZ_SOUTHERN
1621,EASTLAND_9,WZ_NORTH_CENTRAL
6108,EASTMUND2A,WZ_NORTH
6110,EASTMUND4A,WZ_NORTH
160051,EA_EAGLE_HY1,WZ_SOUTHERN
601,EBRIDGPORT,WZ_NORTH_CENTRAL
132313,ECEC_8,WZ_FAR_WEST
132311,ECEC_G1,WZ_FAR_WEST
132312,ECEC_G2,WZ_FAR_WEST
44211,ECHO__73T1_8,WZ_COAST
44213,ECHO__81T3_8,WZ_COAST
181682,ECLIPSE_8,WZ_WEST
181681,ECLIPS_UNIT1,WZ_WEST
1765,ECTOR1_9,WZ_NORTH
1755,ECTOR_P8,WZ_NORTH
6830,ECTOR_RC,WZ_NORTH
11140,ECTRCNTYN_8,WZ_FAR_WEST
1292,ECTRHARP_8,WZ_FAR_WEST
1180,ECTRHILL_8,WZ_FAR_WEST
11257,ECTRSHLL_9,WZ_FAR_WEST
1257,ECTRSHLT_9,WZ_FAR_WEST
8341,ED1TERT,WZ_SOUTHERN
3580,EDDY1_9,WZ_NORTH_CENTRAL
6372,EDEN2A,WZ_WEST
6385,EDENREA2,WZ_WEST
2190,EDGECLF1_8,WZ_NORTH_CENTRAL
2191,EDGECLF2_8,WZ_NORTH_CENTRAL
902980,EDGECLF2_8,WZ_NORTH_CENTRAL
3193,EDGEWOOD_3,WZ_EAST
3181,EDGEWOOD_8,WZ_EAST
3182,EDGEWOOD_9,WZ_EAST
24063,EDGWD2_1,WZ_EAST
60616,EDISON7A,WZ_WEST
60618,EDISON7B,WZ_WEST
60619,EDISON7C,WZ_WEST
60621,EDISON7D,WZ_WEST
6422,EDIT2A,WZ_WEST
60500,EDITHCLA7A,WZ_NORTH
8118,EDNA4A,WZ_COAST
5522,EDNASUB9,WZ_COAST
8408,EDROY2A,WZ_SOUTHERN
8424,EDROY2B,WZ_SOUTHERN
1101,EDWARDS_8,WZ_FAR_WEST
1110,EDWARD_T8,WZ_FAR_WEST
9196,ED_BLUE,WZ_SOUTH_CENTRAL
405,EGAN,WZ_NORTH_CENTRAL
3048,EGLFD1_8,WZ_NORTH_CENTRAL
3049,EGLFD2_8,WZ_NORTH_CENTRAL
12065,EGLMTLAK_P8,WZ_NORTH_CENTRAL
8279,EHARRIS2C,WZ_SOUTHERN
79565,EINSTEIN138,WZ_FAR_WEST
79632,EINSTEIN345,WZ_FAR_WEST
780,ELBERT,WZ_NORTH_CENTRAL
781,ELBERTSW,WZ_NORTH_CENTRAL
79691,ELBOW_12,WZ_FAR_WEST
79692,ELBOW_24,WZ_FAR_WEST
79693,ELBOW_24_1,WZ_FAR_WEST
131652,ELB_1_5,WZ_FAR_WEST
131651,ELB_ELBCREEK,WZ_FAR_WEST
5538,ELCAMPOSUB9,WZ_COAST
6505,ELDO2A,WZ_WEST
42561,ELDORA91T1_8,WZ_COAST
48095,ELDORA91TP_8,WZ_COAST
42562,ELDORA92T2_8,WZ_COAST
48096,ELDORA92TP_8,WZ_COAST
1539,ELECTRA2_9,WZ_NORTH
141353,ELECTRA_1,WZ_NORTH
141354,ELECTRA_2,WZ_NORTH
141351,ELECTRA_5,WZ_NORTH
1538,ELECTRA_9,WZ_NORTH
2482,ELEVEE_E8,WZ_NORTH_CENTRAL
2481,ELEVEE_W8,WZ_NORTH_CENTRAL
85005,ELGATO4A,WZ_SOUTHERN
3655,ELGIN1_9,WZ_SOUTH_CENTRAL
3674,ELGIN_ET1_8,WZ_SOUTH_CENTRAL
13674,ELGIN_ETL_8,WZ_SOUTH_CENTRAL
3650,ELGIN_SS__8,WZ_SOUTH_CENTRAL
904491,ELGIN_SS__8,WZ_SOUTH_CENTRAL
3651,ELGIN_SS__9,WZ_SOUTH_CENTRAL
1866,ELIZCRK1_8,WZ_NORTH_CENTRAL
902658,ELIZCRK1_8,WZ_NORTH_CENTRAL
902659,ELIZCRK1_8,WZ_NORTH_CENTRAL
3290,ELKGUFTA_9,WZ_EAST
3293,ELKGULF_9,WZ_EAST
3285,ELKHART_9,WZ_EAST
11230,ELKINS_8,WZ_FAR_WEST
24064,ELKTN3_1,WZ_EAST
29150,ELKTON_3,WZ_EAST
3105,ELKTON_5,WZ_EAST
3106,ELKTON_8,WZ_EAST
141604,ELK_G1,WZ_NORTH
141608,ELK_G2,WZ_NORTH
141609,ELK_G3,WZ_NORTH
42583,ELLING06T3_8,WZ_COAST
42581,ELLING07T1_8,WZ_COAST
48100,ELLING07TP_8,WZ_COAST
42582,ELLING91T2_8,WZ_COAST
48099,ELLING91TP_8,WZ_COAST
48103,ELLING_TAP07,WZ_COAST
53,ELLIOTT,WZ_EAST
1093,ELMAR_8,WZ_FAR_WEST
5133,ELMCREEK,WZ_SOUTH_CENTRAL
6253,ELMCRK2A,WZ_WEST
6255,ELMCRK4A,WZ_WEST
6301,ELMDALE2A,WZ_WEST
5135,ELMENDRF,WZ_SOUTH_CENTRAL
2586,ELMFK1T_8,WZ_NORTH_CENTRAL
2588,ELMFK1_8,WZ_NORTH_CENTRAL
2587,ELMFK2T_8,WZ_NORTH_CENTRAL
2589,ELMFK2_8,WZ_NORTH_CENTRAL
2580,ELMFKN1_8,WZ_NORTH_CENTRAL
2581,ELMFKN2_8,WZ_NORTH_CENTRAL
855,ELMGROVE,WZ_NORTH_CENTRAL
906507,ELMGROVE,WZ_NORTH_CENTRAL
6813,ELMNT_RC,WZ_NORTH
1748,ELMONT_P8,WZ_NORTH
24065,ELMOT1_1,WZ_NORTH_CENTRAL
13406,ELM_MOTT_3,WZ_NORTH_CENTRAL
3406,ELM_MOTT__5,WZ_NORTH_CENTRAL
3407,ELM_MOTT__8,WZ_NORTH_CENTRAL
904275,ELM_MOTT__8,WZ_NORTH_CENTRAL
3408,ELM_MOTT__9,WZ_NORTH_CENTRAL
598,ELNA,WZ_NORTH_CENTRAL
8360,ELSA4A,WZ_SOUTHERN
5520,ELTOROSUB9,WZ_COAST
5518,ELTOROSW9,WZ_COAST
5516,ELTOROSWSTA9,WZ_COAST
6251,ELY2A,WZ_WEST
8100,EL_CAMPO2A,WZ_COAST
8102,EL_CAMPO4A,WZ_COAST
2065,EMCS1_8,WZ_NORTH_CENTRAL
1262,EMMATAP_9,WZ_FAR_WEST
1263,EMMA_9,WZ_FAR_WEST
11263,EMMA_9A,WZ_FAR_WEST
12066,EMMC2_8,WZ_NORTH_CENTRAL
198,EMMETT,WZ_NORTH_CENTRAL
3172,EMORYNODE_8,WZ_EAST
3171,EMORYNOR_8,WZ_EAST
3170,EMORY_8,WZ_EAST
6914,EMORY_RC,WZ_EAST
24067,EMSES1_1,WZ_NORTH_CENTRAL
24066,EMSES2_1,WZ_NORTH_CENTRAL
180852,ENAS_1_9,WZ_WEST
180851,ENAS_ENA1,WZ_WEST
8619,ENCINAL4A,WZ_SOUTHERN
5140,ENCINO,WZ_SOUTH_CENTRAL
269,ENERGY,WZ_NORTH_CENTRAL
265,ENERGYSW,WZ_NORTH_CENTRAL
2903,ENET1_8,WZ_NORTH_CENTRAL
2904,ENET2_8,WZ_NORTH_CENTRAL
2905,ENET3_8,WZ_NORTH_CENTRAL
12903,ENETOH1_8,WZ_NORTH_CENTRAL
12904,ENETOH2_8,WZ_NORTH_CENTRAL
1313,ENISCKTA_8,WZ_WEST
6834,ENLOE_SW,WZ_NORTH_CENTRAL
11806,ENLOE_T8,WZ_EAST
1806,ENLOE_T9,WZ_EAST
216,ENNIS,WZ_NORTH_CENTRAL
2329,ENNSSW_8,WZ_NORTH_CENTRAL
12241,ENNSTRAC_8,WZ_NORTH_CENTRAL
2325,ENNS_8,WZ_NORTH_CENTRAL
2345,ENNS_9,WZ_NORTH_CENTRAL
2331,ENNS_PMP_T8,WZ_NORTH_CENTRAL
2326,ENNS_SE_8,WZ_NORTH_CENTRAL
2324,ENNS_S_8,WZ_NORTH_CENTRAL
2241,ENNS_W_8,WZ_NORTH_CENTRAL
40510,ENPROD_X48B8,WZ_COAST
6021,ENRWP4,WZ_FAR_WEST
1410,ENSCRKSS_8,WZ_WEST
1411,ENSCRKSS_9,WZ_WEST
32790,ENTERPRISE,WZ_EAST
3167,ENTERPRI_8,WZ_EAST
6919,ENTPR_RC,WZ_EAST
6371,EOLA2A,WZ_WEST
6370,EOLATP2A,WZ_WEST
2796,EPCNT1T_8,WZ_NORTH_CENTRAL
2798,EPCNT1_8,WZ_NORTH_CENTRAL
2797,EPCNT2T_8,WZ_NORTH_CENTRAL
2799,EPCNT2_8,WZ_NORTH_CENTRAL
12468,EPCO_P8,WZ_NORTH
6890,EPCO_RC,WZ_NORTH_CENTRAL
2178,EPDC1_8,WZ_NORTH_CENTRAL
2179,EPDC2_8,WZ_NORTH_CENTRAL
2180,EPDC3_8,WZ_NORTH_CENTRAL
2168,EPDC_ADMS_8,WZ_NORTH_CENTRAL
2170,EPDC_FRNK_8,WZ_NORTH_CENTRAL
2169,EPDC_STH_8,WZ_NORTH_CENTRAL
40520,EPOTH__X84T8,WZ_COAST
3464,EQUIPIPE1_9,WZ_NORTH_CENTRAL
8478,EQUISTAR4A,WZ_SOUTHERN
8904,ERALIO2A,WZ_SOUTHERN
5745,ERAYMNDVLSB8,WZ_SOUTHERN
5764,ERIOHONDOSB8,WZ_SOUTHERN
40530,ESBELT_X88T8,WZ_COAST
8260,ESCONDID4A,WZ_SOUTHERN
40540,ESFORK_X06T8,WZ_COAST
2769,ESIDE1T_8,WZ_NORTH_CENTRAL
2770,ESIDE1_8,WZ_NORTH_CENTRAL
2771,ESIDE2T_8,WZ_NORTH_CENTRAL
2772,ESIDE2_8,WZ_NORTH_CENTRAL
2760,ESIDE3_8,WZ_NORTH_CENTRAL
2761,ESIDE4_8,WZ_NORTH_CENTRAL
1339,ESKOTA_8,WZ_WEST
1340,ESKOTA_9,WZ_WEST
6525,ESMERALD4A,WZ_FAR_WEST
6421,ESPENCT2,WZ_WEST
6143,ESPU2A,WZ_NORTH
751,ESPUELA,WZ_NORTH
6691,ESPY2A,WZ_FAR_WEST
6023,ESTELLIN2A,WZ_NORTH
60365,ESTES4A,WZ_NORTH_CENTRAL
150161,ETCCS_CT1,WZ_NORTH_CENTRAL
150162,ETCCS_UNIT1,WZ_NORTH_CENTRAL
40550,ETHYL__X_B69,WZ_COAST
5523,ETPSUB8,WZ_COAST
2016,EULESS_8,WZ_NORTH_CENTRAL
2121,EULESS_S_8,WZ_NORTH_CENTRAL
2243,EULTRIN1_8,WZ_NORTH_CENTRAL
903019,EULTRIN1_8,WZ_NORTH_CENTRAL
3477,EUREKA_P__8,WZ_NORTH_CENTRAL
45750,EUREKA_S09_8,WZ_COAST
3177,EUSTACE_8,WZ_EAST
3178,EUSTCSED_8,WZ_EAST
6818,EVANALRC,WZ_NORTH_CENTRAL
11883,EVERMAN3_3,WZ_NORTH_CENTRAL
11884,EVRMAN1_3,WZ_NORTH_CENTRAL
11886,EVRMAN2_3,WZ_NORTH_CENTRAL
1884,EVRMAN_B8,WZ_NORTH_CENTRAL
902683,EVRMAN_B8,WZ_NORTH_CENTRAL
902684,EVRMAN_B8,WZ_NORTH_CENTRAL
11885,EVRMNTIE3_5,WZ_NORTH_CENTRAL
24068,EVRSW1_1,WZ_NORTH_CENTRAL
24069,EVRSW2_1,WZ_NORTH_CENTRAL
24070,EVRSW3_1,WZ_NORTH_CENTRAL
2141,EXECPKWY1_8,WZ_NORTH_CENTRAL
2142,EXECPKWY2_8,WZ_NORTH_CENTRAL
5143,EXETER,WZ_SOUTH_CENTRAL
161051,EXGNSND_8,WZ_SOUTHERN
161052,EXGNSND_W1,WZ_SOUTHERN
160831,EXGNWTL,WZ_SOUTHERN
160832,EXG_WIND_1,WZ_SOUTHERN
6238,EXHA2A,WZ_WEST
6554,EXKE2A,WZ_FAR_WEST
1165,EXMEANTA_8,WZ_FAR_WEST
1204,EXNJCTAP_9,WZ_FAR_WEST
1166,EXNMEANS_8,WZ_FAR_WEST
110382,EXN_1_8,WZ_COAST
110377,EXN_1_9,WZ_COAST
110383,EXN_2_8,WZ_COAST
110378,EXN_2_9,WZ_COAST
110384,EXN_3_8,WZ_COAST
110379,EXN_3_9,WZ_COAST
110371,EXN_EXN_G1,WZ_COAST
110381,EXN_EXN_G14,WZ_COAST
110372,EXN_EXN_G2,WZ_COAST
110373,EXN_EXN_G3,WZ_COAST
110374,EXN_EXN_G4,WZ_COAST
110375,EXN_EXN_G8,WZ_COAST
110376,EXN_EXN_G9,WZ_COAST
1205,EXONJUAN_9,WZ_FAR_WEST
6432,EXPE2A,WZ_WEST
6745,EXPLOR,WZ_EAST
48102,EXPLOR03TP_8,WZ_COAST
6815,EXPLORRC,WZ_EAST
3359,EXPLORTAP_8,WZ_EAST
40560,EXPLOR_X03T8,WZ_COAST
1766,EXPLR_PL1_8,WZ_NORTH
3173,EXPMTR_8,WZ_EAST
1300,EXSHARNR_8,WZ_WEST
48423,EXTER_53TP_9,WZ_COAST
42600,EXTER__X53T9,WZ_COAST
1275,EXXONFUL_9,WZ_FAR_WEST
40570,EXXON__POI_8,WZ_COAST
2915,EZACH1_8,WZ_NORTH_CENTRAL
2916,EZACH2_8,WZ_NORTH_CENTRAL
44190,E_BERN__B138,WZ_COAST
47600,E_SIDE__B138,WZ_COAST
45760,FAIRBK_S81_8,WZ_COAST
805,FAIRDALE,WZ_NORTH_CENTRAL
196,FAIRFIELD,WZ_EAST
42611,FAIRMT95T3_8,WZ_COAST
48108,FAIRMT95TP_8,WZ_COAST
42610,FAIRMT__B138,WZ_COAST
2927,FAIROK1_8,WZ_NORTH_CENTRAL
2928,FAIROK2_8,WZ_NORTH_CENTRAL
5470,FAIRRA,WZ_SOUTH_CENTRAL
470,FAIRVIEW,WZ_NORTH_CENTRAL
3503,FAIRWPOD_8,WZ_EAST
904353,FAIRWPOD_8,WZ_EAST
161104,FAKERN,WZ_SOUTHERN
5799,FALCON8,WZ_SOUTHERN
80106,FALCONSW4A,WZ_SOUTHERN
88508,FALFUR0A,WZ_SOUTHERN
8508,FALFUR2A,WZ_SOUTHERN
8510,FALFUR4A,WZ_SOUTHERN
377,FALLCREEK,WZ_NORTH_CENTRAL
5145,FALLSCTY,WZ_SOUTH_CENTRAL
160061,FAL_FALCONG1,WZ_SOUTHERN
160062,FAL_FALCONG2,WZ_SOUTHERN
160063,FAL_FALCONG3,WZ_SOUTHERN
5736,FANNINSUB9,WZ_SOUTHERN
47090,FANNIN__08B8,WZ_COAST
59905,FARADAY,WZ_FAR_WEST
2864,FARMNT1_8,WZ_NORTH_CENTRAL
2865,FARMNT2_8,WZ_NORTH_CENTRAL
1685,FARMVLSW_5,WZ_NORTH_CENTRAL
2176,FARON1_8,WZ_NORTH_CENTRAL
2177,FARON2_8,WZ_NORTH_CENTRAL
46,FARRAR,WZ_EAST
8599,FASHING2A,WZ_SOUTHERN
5716,FASHINGSUB9,WZ_SOUTHERN
11176,FASKENC2_8,WZ_FAR_WEST
11177,FASKENC_8,WZ_FAR_WEST
5786,FAYSVILLESB9,WZ_SOUTHERN
2583,FB1_8,WZ_NORTH_CENTRAL
2582,FBGILS1_8,WZ_NORTH_CENTRAL
40590,FDLITY_X21T8,WZ_COAST
6550,FDRAN2A,WZ_FAR_WEST
6562,FDRAN4A,WZ_FAR_WEST
111182,FEGC_8,WZ_COAST
180012,FERGGT1,WZ_WEST
180015,FERGGT1_1_8,WZ_WEST
180013,FERGGT2,WZ_WEST
180016,FERGGT2_2_8,WZ_WEST
180014,FERGST1,WZ_WEST
180017,FERGST1_1_8,WZ_WEST
5147,FERN,WZ_SOUTH_CENTRAL
5818,FERRISSUB9,WZ_WEST
5817,FERRISSW9,WZ_WEST
2342,FERRISSW_9,WZ_NORTH_CENTRAL
24071,FGRSW1_1,WZ_EAST
150801,FG_SENATE_G1,WZ_NORTH_CENTRAL
9244,FIESTA,WZ_SOUTH_CENTRAL
3535,FILE_SIN1_9,WZ_NORTH_CENTRAL
3533,FILE_SIN1_T9,WZ_NORTH_CENTRAL
59420,FILTER_P,WZ_SOUTHERN
1735,FINK_8,WZ_NORTH
1734,FINK_T8,WZ_NORTH
6408,FIREROCK2A,WZ_WEST
6390,FIREROCK4A,WZ_WEST
6359,FIREROCK4B,WZ_WEST
821,FIREWHEEL,WZ_NORTH_CENTRAL
904470,FIREWHEEL,WZ_NORTH_CENTRAL
17016,FISHRDSS1_3,WZ_NORTH
1425,FISHRDSS1_5,WZ_NORTH
1426,FISHRDSS1_8,WZ_NORTH
9199,FISKVILL,WZ_SOUTH_CENTRAL
5150,FIVE_PTS,WZ_SOUTH_CENTRAL
1642,FLATCRK_T8,WZ_NORTH_CENTRAL
531,FLATROCK,WZ_NORTH_CENTRAL
533,FLATROCKSW,WZ_NORTH_CENTRAL
15015,FLAT_RCK_T8,WZ_NORTH_CENTRAL
130001,FLCNS_UNIT1,WZ_FAR_WEST
130002,FLCNS_UNIT2,WZ_FAR_WEST
130003,FLCNS_UNIT3,WZ_FAR_WEST
44231,FLEWLN_C25_8,WZ_COAST
1385,FLINTKOT_9,WZ_WEST
901316,FLINTKOT_9,WZ_WEST
1386,FLINTST_9,WZ_WEST
3251,FLINTSUB_8,WZ_EAST
1377,FLINTTAP_T9,WZ_WEST
6042,FLOMOT2A,WZ_NORTH
6041,FLOMTTAP2A,WZ_NORTH
5155,FLORESVI,WZ_SOUTH_CENTRAL
150511,FLTCK_SSI,WZ_NORTH_CENTRAL
181953,FLUVANNA_8,WZ_WEST
181952,FLUVANNA_C1,WZ_WEST
182002,FLUVANNA_C2,WZ_WEST
2031,FLWRMNDS1_8,WZ_NORTH_CENTRAL
6508,FMCK2A,WZ_WEST
59400,FM_802,WZ_SOUTHERN
47100,FONDRN_S25_8,WZ_COAST
110468,FORCFB_1,WZ_COAST
110470,FORCFB_2,WZ_COAST
110475,FORCFB_2_8,WZ_COAST
5730,FORCORNERSB8,WZ_COAST
5510,FORDTRANSW9,WZ_COAST
3130,FOREGROV_5,WZ_EAST
3131,FOREGROV_8,WZ_EAST
836,FOREST,WZ_NORTH_CENTRAL
2336,FORESTON_9,WZ_NORTH_CENTRAL
110471,FORFPC_1_8,WZ_COAST
110473,FORFPC_2_8,WZ_COAST
29176,FORGROV_3,WZ_EAST
8126,FORMOSA4A,WZ_COAST
110461,FORMOSA_1,WZ_COAST
110464,FORMOSA_11_9,WZ_COAST
110466,FORMOSA_13_9,WZ_COAST
110441,FORMOSA_1_9,WZ_COAST
2712,FORNEY_W_P8,WZ_NORTH_CENTRAL
6865,FORNYWRC,WZ_NORTH_CENTRAL
225,FORRESTON,WZ_NORTH_CENTRAL
1335,FORSANTA_8,WZ_FAR_WEST
1336,FORSAN_8,WZ_FAR_WEST
12699,FORSTV1T_8,WZ_NORTH_CENTRAL
2699,FORSTV1_8,WZ_NORTH_CENTRAL
2929,FORSTV2T_8,WZ_NORTH_CENTRAL
2930,FORSTV2_8,WZ_NORTH_CENTRAL
24072,FORSW3_1,WZ_NORTH_CENTRAL
6676,FORTDAVI2A,WZ_FAR_WEST
254,FORTGATES,WZ_NORTH_CENTRAL
5160,FORT_SAM,WZ_SOUTH_CENTRAL
905954,FORT_SAM,WZ_SOUTH_CENTRAL
110451,FOR_FORMOSG1,WZ_COAST
110452,FOR_FORMOSG2,WZ_COAST
110453,FOR_FORMOSG3,WZ_COAST
110454,FOR_FORMOSG4,WZ_COAST
110455,FOR_FORMOSG5,WZ_COAST
110456,FOR_FORMOSG6,WZ_COAST
110457,FOR_FORMOSG7,WZ_COAST
110458,FOR_FORMOSG8,WZ_COAST
110459,FOR_FORMOSG9,WZ_COAST
2077,FOSLCRK1_8,WZ_NORTH_CENTRAL
8180,FOSTER2A,WZ_COAST
44256,FOSTER_X25T8,WZ_COAST
5705,FOWLERTONSB8,WZ_SOUTHERN
477,FOX8,WZ_NORTH_CENTRAL
478,FOX9,WZ_NORTH_CENTRAL
905548,FOX9,WZ_NORTH_CENTRAL
6076,FOXTAIL7A,WZ_NORTH
110460,FO_FORMOSG10,WZ_COAST
110467,FO_FORMOSG11,WZ_COAST
110469,FO_FORMOSG12,WZ_COAST
170101,FPPYD_FPP_G1,WZ_SOUTH_CENTRAL
170102,FPPYD_FPP_G2,WZ_SOUTH_CENTRAL
170103,FPPYD_FPP_G3,WZ_SOUTH_CENTRAL
47620,FRAKLN__B138,WZ_COAST
57,FRANKLIN,WZ_EAST
5568,FRANKLNCAMP8,WZ_COAST
3255,FRANKSTN_9,WZ_EAST
904086,FRANKSTN_9,WZ_EAST
44260,FRANZ___09B8,WZ_COAST
5165,FRATT,WZ_SOUTH_CENTRAL
120111,FREC_GT1,WZ_EAST
120112,FREC_GT2,WZ_EAST
120114,FREC_GT4,WZ_EAST
120115,FREC_GT5,WZ_EAST
120113,FREC_ST3,WZ_EAST
120116,FREC_ST6,WZ_EAST
6387,FREDPHIL2A,WZ_WEST
5170,FRED_RD,WZ_SOUTH_CENTRAL
42645,FREEPT_S59_8,WZ_COAST
8505,FREER2A,WZ_SOUTHERN
5880,FREERSUB9,WZ_SOUTHERN
195,FREESTONE,WZ_EAST
45770,FREMAN_S66_8,WZ_COAST
3492,FRESTONE1_9,WZ_EAST
42652,FRIEND04T2_8,WZ_COAST
48112,FRIEND04TP_8,WZ_COAST
42651,FRIEND05T1_8,WZ_COAST
380,FRIENDSHIP,WZ_NORTH_CENTRAL
5845,FRIOAEPSUB9,WZ_SOUTHERN
5832,FRIOTOWNSUB9,WZ_SOUTHERN
8239,FRIR2A,WZ_WEST
681,FRISCO,WZ_NORTH_CENTRAL
12680,FRISCOW1_8,WZ_NORTH_CENTRAL
12527,FRMVLWST_P8,WZ_NORTH_CENTRAL
2623,FRNKFD1_8,WZ_NORTH_CENTRAL
2624,FRNKFD2_8,WZ_NORTH_CENTRAL
1270,FRNKLCTY_9,WZ_FAR_WEST
5566,FRNKLNCMPSB9,WZ_COAST
12438,FRNY1_3,WZ_NORTH_CENTRAL
2437,FRNY1_5,WZ_NORTH_CENTRAL
2438,FRNY1_8,WZ_NORTH_CENTRAL
150189,FRNYPP_1_5,WZ_NORTH_CENTRAL
150190,FRNYPP_2_5,WZ_NORTH_CENTRAL
150181,FRNYPP_GT11,WZ_NORTH_CENTRAL
150182,FRNYPP_GT12,WZ_NORTH_CENTRAL
901622,FRNYPP_GT12,WZ_NORTH_CENTRAL
150183,FRNYPP_GT13,WZ_NORTH_CENTRAL
901624,FRNYPP_GT13,WZ_NORTH_CENTRAL
901625,FRNYPP_GT13,WZ_NORTH_CENTRAL
150185,FRNYPP_GT21,WZ_NORTH_CENTRAL
150187,FRNYPP_GT23,WZ_NORTH_CENTRAL
150184,FRNYPP_ST10,WZ_NORTH_CENTRAL
150188,FRNYPP_ST20,WZ_NORTH_CENTRAL
8980,FRONTERA4A,WZ_SOUTHERN
160174,FRONTERA_1_8,WZ_SOUTHERN
160175,FRONTERA_2_8,WZ_SOUTHERN
