//ste,ara,nde,GenFactor,LoadFactor,ResidualLF
0,0,41090,0.000,0.001,0.000
0,0,40490,0.000,0.000,0.000
0,0,412,0.000,0.000,0.000
0,0,41111,0.000,0.000,0.000
0,0,40530,0.000,0.000,0.000
0,0,41210,0.000,0.001,0.000
0,0,41370,0.000,0.001,0.000
0,0,40540,0.000,0.000,0.000
0,0,41360,0.000,0.000,0.000
0,0,40550,0.000,0.000,0.000
0,0,40555,0.000,0.000,0.000
0,0,48102,0.000,0.000,0.000
0,0,40590,0.000,0.000,0.000
0,0,40710,0.000,0.000,0.000
0,0,40611,0.000,0.000,0.000
0,0,48130,0.000,0.000,0.000
0,0,40650,0.000,0.000,0.000
0,0,47700,0.000,0.001,0.000
0,0,48372,0.000,0.000,0.000
0,0,40760,0.000,0.001,0.000
0,0,40762,0.000,0.000,0.000
0,0,41113,0.000,0.000,0.000
0,0,40841,0.000,0.000,0.000
0,0,40800,0.000,0.000,0.000
0,0,41340,0.000,0.000,0.000
0,0,48141,0.000,0.000,0.000
0,0,48142,0.000,0.000,0.000
0,0,40830,0.000,0.002,0.000
0,0,46550,0.000,0.001,0.000
0,0,41260,0.000,0.000,0.000
0,0,48185,0.000,0.000,0.000
0,0,48186,0.000,0.000,0.000
0,0,48214,0.000,0.000,0.000
0,0,41520,0.000,0.000,0.000
0,0,48215,0.000,0.000,0.000
0,0,46610,0.000,0.000,0.000
0,0,48210,0.000,0.000,0.000
0,0,48211,0.000,0.000,0.000
0,0,41580,0.000,0.001,0.000
0,0,41590,0.000,0.000,0.000
0,0,48234,0.000,0.000,0.000
0,0,40990,0.000,0.001,0.000
0,0,110701,0.000,0.000,0.000
0,0,48230,0.000,0.000,0.000
0,0,48231,0.000,0.000,0.000
0,0,48232,0.000,0.001,0.000
0,0,48240,0.000,0.000,0.000
0,0,48361,0.000,0.000,0.000
0,0,41061,0.000,0.000,0.000
0,0,41071,0.000,0.000,0.000
0,0,41480,0.000,0.001,0.000
0,0,47701,0.000,0.000,0.000
0,0,41165,0.000,0.000,0.000
0,0,41490,0.000,0.000,0.000
0,0,48260,0.000,0.000,0.000
0,0,48261,0.000,0.000,0.000
0,0,430,0.000,0.000,0.000
0,0,41205,0.000,0.000,0.000
0,0,42160,0.000,0.000,0.000
0,0,41350,0.000,0.000,0.000
0,0,48295,0.000,0.000,0.000
0,0,48296,0.000,0.000,0.000
0,0,110627,0.000,0.000,0.000
0,0,41530,0.000,0.000,0.000
0,0,110578,0.000,0.001,0.000
0,0,110579,0.000,0.001,0.000
0,0,41310,0.000,0.001,0.000
0,0,41355,0.000,0.000,0.000
0,0,41620,0.000,0.000,0.000
0,0,48172,0.000,0.000,0.000
0,0,48173,0.000,0.000,0.000
0,0,110952,0.000,0.000,0.000
0,0,435,0.000,0.000,0.000
0,0,41681,0.000,0.000,0.000
0,0,42610,0.000,0.000,0.000
0,0,48388,0.000,0.000,0.000
0,0,48389,0.000,0.000,0.000
0,0,48384,0.000,0.000,0.000
0,0,48385,0.000,0.000,0.000
0,0,48412,0.000,0.000,0.000
0,0,48401,0.000,0.000,0.000
0,0,48402,0.000,0.000,0.000
0,0,428,0.000,0.000,0.000
0,0,432,0.000,0.000,0.000
0,0,420,0.000,0.000,0.000
0,0,42780,0.000,0.000,0.000
0,0,48282,0.000,0.000,0.000
0,0,48283,0.000,0.000,0.000
0,0,42061,0.000,0.001,0.000
0,0,42800,0.000,0.000,0.000
0,0,42080,0.000,0.000,0.000
0,0,44440,0.000,0.000,0.000
0,0,42090,0.000,0.001,0.000
0,0,42960,0.000,0.000,0.000
0,0,42110,0.000,0.000,0.000
0,0,42870,0.000,0.000,0.000
0,0,43150,0.000,0.000,0.000
0,0,43300,0.000,0.000,0.000
0,0,44600,0.000,0.000,0.000
0,0,42120,0.000,0.000,0.000
0,0,42890,0.000,0.000,0.000
0,0,42150,0.000,0.002,0.000
0,0,42210,0.000,0.000,0.000
0,0,110201,0.000,0.000,0.000
0,0,110202,0.000,0.000,0.000
0,0,110203,0.000,0.000,0.000
0,0,110204,0.000,0.000,0.000
0,0,42180,0.000,0.001,0.000
0,0,42351,0.000,0.000,0.000
0,0,42170,0.000,0.000,0.000
0,0,42260,0.000,0.001,0.000
0,0,42790,0.000,0.000,0.000
0,0,42955,0.000,0.000,0.000
0,0,43225,0.000,0.000,0.000
0,0,43130,0.000,0.000,0.000
0,0,42190,0.000,0.001,0.000
0,0,43330,0.000,0.000,0.000
0,0,42215,0.000,0.000,0.000
0,0,42220,0.000,0.000,0.000
0,0,42900,0.000,0.000,0.000
0,0,43250,0.000,0.000,0.000
0,0,42271,0.000,0.000,0.000
0,0,42272,0.000,0.000,0.000
0,0,42551,0.000,0.000,0.000
0,0,48069,0.000,0.000,0.000
0,0,43040,0.000,0.000,0.000
0,0,42340,0.000,0.000,0.000
0,0,43000,0.000,0.000,0.000
0,0,43360,0.000,0.000,0.000
0,0,42645,0.000,0.000,0.000
0,0,43440,0.000,0.000,0.000
0,0,42550,0.000,0.000,0.000
0,0,42680,0.000,0.000,0.000
0,0,48095,0.000,0.000,0.000
0,0,43610,0.000,0.000,0.000
0,0,48096,0.000,0.000,0.000
0,0,48103,0.000,0.000,0.000
0,0,48100,0.000,0.000,0.000
0,0,48099,0.000,0.000,0.000
0,0,48423,0.000,0.000,0.000
0,0,48108,0.000,0.000,0.000
0,0,43315,0.000,0.000,0.000
0,0,44205,0.000,0.000,0.000
0,0,42651,0.000,0.000,0.000
0,0,48112,0.000,0.000,0.000
0,0,42670,0.000,0.000,0.000
0,0,43201,0.000,0.001,0.000
0,0,43202,0.000,0.000,0.000
0,0,43400,0.000,0.001,0.000
0,0,47210,0.000,0.000,0.000
0,0,42690,0.000,0.001,0.000
0,0,47160,0.000,0.001,0.000
0,0,47752,0.000,0.001,0.000
0,0,42712,0.000,0.000,0.000
0,0,47560,0.000,0.001,0.000
0,0,48127,0.000,0.000,0.000
0,0,48126,0.000,0.000,0.000
0,0,48249,0.000,0.000,0.000
0,0,48250,0.000,0.000,0.000
0,0,42830,0.000,0.001,0.000
0,0,429,0.000,0.000,0.000
0,0,42860,0.000,0.000,0.000
0,0,42880,0.000,0.000,0.000
0,0,48194,0.000,0.000,0.000
0,0,48195,0.000,0.000,0.000
0,0,43070,0.000,0.000,0.000
0,0,42921,0.000,0.000,0.000
0,0,42922,0.000,0.000,0.000
0,0,42950,0.000,0.000,0.000
0,0,43290,0.000,0.000,0.000
0,0,48257,0.000,0.000,0.000
0,0,43390,0.000,0.000,0.000
0,0,48312,0.000,0.000,0.000
0,0,43190,0.000,0.000,0.000
0,0,48,0.000,0.000,0.000
0,0,57,0.000,0.000,0.000
0,0,93,0.000,0.000,0.000
0,0,48253,0.000,0.000,0.000
0,0,48254,0.000,0.000,0.000
0,0,48277,0.000,0.000,0.000
0,0,48278,0.000,0.000,0.000
0,0,48284,0.000,0.000,0.000
0,0,48285,0.000,0.000,0.000
0,0,48289,0.000,0.000,0.000
0,0,48288,0.000,0.001,0.000
0,0,43230,0.000,0.000,0.000
0,0,43155,0.000,0.000,0.000
0,0,48321,0.000,0.000,0.000
0,0,43222,0.000,0.000,0.000
0,0,48334,0.000,0.000,0.000
0,0,43240,0.000,0.001,0.000
0,0,43365,0.000,0.001,0.000
0,0,48262,0.000,0.000,0.000
0,0,43262,0.000,0.001,0.000
0,0,43271,0.000,0.000,0.000
0,0,43272,0.000,0.001,0.000
0,0,43520,0.000,0.000,0.000
0,0,43521,0.000,0.000,0.000
0,0,48353,0.000,0.000,0.000
0,0,48354,0.000,0.000,0.000
0,0,43350,0.000,0.000,0.000
0,0,48359,0.000,0.000,0.000
0,0,905210,0.000,0.000,0.000
0,0,48101,0.000,0.001,0.000
0,0,48337,0.000,0.001,0.000
0,0,48392,0.000,0.000,0.000
0,0,48393,0.000,0.000,0.000
0,0,48394,0.000,0.000,0.000
0,0,43570,0.000,0.001,0.000
0,0,440,0.000,0.000,0.000
0,0,44170,0.000,0.001,0.000
0,0,44671,0.000,0.000,0.000
0,0,44020,0.000,0.001,0.000
0,0,44310,0.000,0.000,0.000
0,0,44030,0.000,0.001,0.000
0,0,44051,0.000,0.001,0.000
0,0,44140,0.000,0.001,0.000
0,0,44780,0.000,0.002,0.000
0,0,48040,0.000,0.001,0.000
0,0,48026,0.000,0.000,0.000
0,0,48037,0.000,0.000,0.000
0,0,44180,0.000,0.000,0.000
0,0,48036,0.000,0.000,0.000
0,0,441,0.000,0.000,0.000
0,0,44100,0.000,0.000,0.000
0,0,44230,0.000,0.001,0.000
0,0,44120,0.000,0.001,0.000
0,0,45610,0.000,0.001,0.000
0,0,44190,0.000,0.000,0.000
0,0,48051,0.000,0.000,0.000
0,0,44145,0.000,0.000,0.000
0,0,44592,0.000,0.000,0.000
0,0,44172,0.000,0.001,0.000
0,0,44341,0.000,0.001,0.000
0,0,48167,0.000,0.000,0.000
0,0,44570,0.000,0.000,0.000
0,0,44740,0.000,0.000,0.000
0,0,442,0.000,0.000,0.000
0,0,44210,0.000,0.000,0.000
0,0,44622,0.000,0.001,0.000
0,0,44213,0.000,0.000,0.000
0,0,44215,0.000,0.000,0.000
0,0,44623,0.000,0.000,0.000
0,0,44231,0.000,0.000,0.000
0,0,44256,0.000,0.000,0.000
0,0,44420,0.000,0.002,0.000
0,0,44513,0.000,0.001,0.000
0,0,44450,0.000,0.003,0.000
0,0,44260,0.000,0.003,0.000
0,0,44270,0.000,0.001,0.000
0,0,44615,0.000,0.001,0.000
0,0,444,0.000,0.000,0.000
0,0,447,0.000,0.000,0.000
0,0,48159,0.000,0.000,0.000
0,0,48161,0.000,0.001,0.000
0,0,48169,0.000,0.000,0.000
0,0,48170,0.000,0.000,0.000
0,0,45770,0.000,0.000,0.000
0,0,48203,0.000,0.001,0.000
0,0,44461,0.000,0.001,0.000
0,0,48246,0.000,0.001,0.000
0,0,48237,0.000,0.000,0.000
0,0,44672,0.000,0.001,0.000
0,0,48162,0.000,0.000,0.000
0,0,48269,0.000,0.000,0.000
0,0,48270,0.000,0.000,0.000
0,0,48441,0.000,0.000,0.000
0,0,44590,0.000,0.000,0.000
0,0,44591,0.000,0.000,0.000
0,0,44620,0.000,0.000,0.000
0,0,44625,0.000,0.001,0.000
0,0,44640,0.000,0.000,0.000
0,0,44700,0.000,0.000,0.000
0,0,48335,0.000,0.001,0.000
0,0,48336,0.000,0.000,0.000
0,0,48351,0.000,0.000,0.000
0,0,44761,0.000,0.000,0.000
0,0,48356,0.000,0.000,0.000
0,0,44691,0.000,0.000,0.000
0,0,44692,0.000,0.000,0.000
0,0,48364,0.000,0.000,0.000
0,0,48365,0.000,0.000,0.000
0,0,44760,0.000,0.000,0.000
0,0,47310,0.000,0.001,0.000
0,0,48420,0.000,0.000,0.000
0,0,44790,0.000,0.000,0.000
0,0,46611,0.000,0.000,0.000
0,0,44795,0.000,0.000,0.000
0,0,44792,0.000,0.000,0.000
0,0,48397,0.000,0.001,0.000
0,0,48398,0.000,0.001,0.000
0,0,45,0.000,0.000,0.000
0,0,46,0.000,0.000,0.000
0,0,46660,0.000,0.002,0.000
0,0,45760,0.000,0.001,0.000
0,0,48018,0.000,0.001,0.000
0,0,48406,0.000,0.001,0.000
0,0,45700,0.000,0.000,0.000
0,0,46301,0.000,0.000,0.000
0,0,45990,0.000,0.000,0.000
0,0,48002,0.000,0.000,0.000
0,0,45630,0.000,0.000,0.000
0,0,45640,0.000,0.000,0.000
0,0,45651,0.000,0.003,0.000
0,0,45670,0.000,0.001,0.000
0,0,45675,0.000,0.000,0.000
0,0,45880,0.000,0.001,0.000
0,0,48056,0.000,0.000,0.000
0,0,48057,0.000,0.000,0.000
0,0,45952,0.000,0.003,0.000
0,0,48079,0.000,0.001,0.000
0,0,48078,0.000,0.001,0.000
0,0,45730,0.000,0.001,0.000
0,0,45740,0.000,0.000,0.000
0,0,45900,0.000,0.000,0.000
0,0,46110,0.000,0.002,0.000
0,0,45750,0.000,0.000,0.000
0,0,47382,0.000,0.000,0.000
0,0,48138,0.000,0.000,0.000
0,0,48139,0.000,0.001,0.000
0,0,48119,0.000,0.001,0.000
0,0,48118,0.000,0.001,0.000
0,0,48811,0.000,0.001,0.000
0,0,48812,0.000,0.002,0.000
0,0,48134,0.000,0.000,0.000
0,0,48135,0.000,0.000,0.000
0,0,48152,0.000,0.000,0.000
0,0,48153,0.000,0.000,0.000
0,0,46511,0.000,0.001,0.000
0,0,46560,0.000,0.000,0.000
0,0,45910,0.000,0.000,0.000
0,0,46570,0.000,0.001,0.000
0,0,45940,0.000,0.001,0.000
0,0,46240,0.000,0.000,0.000
0,0,48204,0.000,0.000,0.000
0,0,48205,0.000,0.000,0.000
0,0,86,0.000,0.000,0.000
0,0,46332,0.000,0.000,0.000
0,0,48206,0.000,0.000,0.000
0,0,48207,0.000,0.000,0.000
0,0,48226,0.000,0.001,0.000
0,0,48218,0.000,0.000,0.000
0,0,48219,0.000,0.000,0.000
0,0,46261,0.000,0.000,0.000
0,0,46270,0.000,0.004,0.000
0,0,48324,0.000,0.000,0.000
0,0,48323,0.000,0.000,0.000
0,0,46510,0.000,0.002,0.000
0,0,46300,0.000,0.000,0.000
0,0,48327,0.000,0.000,0.000
0,0,48611,0.000,0.001,0.000
0,0,48612,0.000,0.001,0.000
0,0,46331,0.000,0.000,0.000
0,0,48349,0.000,0.000,0.000
0,0,46612,0.000,0.000,0.000
0,0,48350,0.000,0.000,0.000
0,0,46552,0.000,0.000,0.000
0,0,47680,0.000,0.002,0.000
0,0,470,0.000,0.000,0.000
0,0,471,0.000,0.000,0.000
0,0,485,0.000,0.000,0.000
0,0,47010,0.000,0.000,0.000
0,0,47011,0.000,0.001,0.000
0,0,47012,0.000,0.001,0.000
0,0,47013,0.000,0.000,0.000
0,0,47050,0.000,0.000,0.000
0,0,47380,0.000,0.000,0.000
0,0,905467,0.000,0.000,0.000
0,0,47441,0.000,0.000,0.000
0,0,47381,0.000,0.000,0.000
0,0,47320,0.000,0.001,0.000
0,0,48088,0.000,0.000,0.000
0,0,48089,0.000,0.000,0.000
0,0,47090,0.000,0.001,0.000
0,0,47110,0.000,0.000,0.000
0,0,475,0.000,0.000,0.000
0,0,47100,0.000,0.000,0.000
0,0,47350,0.000,0.000,0.000
0,0,47340,0.000,0.001,0.000
0,0,47580,0.000,0.001,0.000
0,0,48146,0.000,0.000,0.000
0,0,48145,0.000,0.001,0.000
0,0,47321,0.000,0.001,0.000
0,0,47660,0.000,0.001,0.000
0,0,48363,0.000,0.001,0.000
0,0,48198,0.000,0.000,0.000
0,0,48199,0.000,0.000,0.000
0,0,48343,0.000,0.000,0.000
0,0,48340,0.000,0.000,0.000
0,0,48378,0.000,0.000,0.000
0,0,48417,0.000,0.000,0.000
0,0,48416,0.000,0.000,0.000
0,0,47570,0.000,0.000,0.000
0,0,47730,0.000,0.003,0.000
0,0,47510,0.000,0.001,0.000
0,0,47690,0.000,0.001,0.000
0,0,48029,0.000,0.000,0.000
0,0,48030,0.000,0.000,0.000
0,0,47670,0.000,0.000,0.000
0,0,48049,0.000,0.000,0.000
0,0,47571,0.000,0.001,0.000
0,0,47620,0.000,0.001,0.000
0,0,47600,0.000,0.000,0.000
0,0,47640,0.000,0.000,0.000
0,0,47705,0.000,0.000,0.000
0,0,487,0.000,0.000,0.000
0,0,48265,0.000,0.000,0.000
0,0,48264,0.000,0.000,0.000
0,0,48381,0.000,0.000,0.000
0,0,484,0.000,0.000,0.000
0,0,480,0.000,0.000,0.000
0,0,48061,0.000,0.000,0.000
0,0,48013,0.000,0.000,0.000
0,0,48274,0.000,0.000,0.000
0,0,48071,0.000,0.000,0.000
0,0,48072,0.000,0.000,0.000
0,0,48179,0.000,0.000,0.000
0,0,48225,0.000,0.000,0.000
0,0,48303,0.000,0.000,0.000
0,0,905678,0.000,0.000,0.000
0,0,48375,0.000,0.000,0.000
0,0,527,0.000,0.000,0.000
0,0,491,0.000,0.000,0.000
0,0,494,0.000,0.000,0.000
0,0,49005,0.000,0.000,0.000
0,0,49006,0.000,0.000,0.000
0,0,49039,0.000,0.000,0.000
0,0,49071,0.000,0.000,0.000
0,0,495,0.000,0.000,0.000
0,0,499,0.000,0.000,0.000
0,0,522,0.000,0.000,0.000
0,0,1583,0.000,0.000,0.000
0,0,7,0.000,0.000,0.000
0,0,5001,0.000,0.000,0.000
0,0,5180,0.000,0.002,0.000
0,0,5346,0.000,0.000,0.000
0,0,5423,0.000,0.000,0.000
0,0,5003,0.000,0.001,0.000
0,0,5200,0.000,0.001,0.000
0,0,5488,0.000,0.001,0.000
0,0,5005,0.000,0.001,0.000
0,0,5143,0.000,0.001,0.000
0,0,5250,0.000,0.001,0.000
0,0,5025,0.000,0.000,0.000
0,0,5297,0.000,0.000,0.000
0,0,505,0.000,0.000,0.000
0,0,516,0.000,0.000,0.000
0,0,526,0.000,0.000,0.000
0,0,5011,0.000,0.001,0.000
0,0,5096,0.000,0.000,0.000
0,0,5227,0.000,0.000,0.000
0,0,5020,0.000,0.001,0.000
0,0,5040,0.000,0.001,0.000
0,0,5185,0.000,0.001,0.000
0,0,5187,0.000,0.001,0.000
0,0,5022,0.000,0.001,0.000
0,0,5195,0.000,0.001,0.000
0,0,5030,0.000,0.000,0.000
0,0,5417,0.000,0.000,0.000
0,0,5465,0.000,0.000,0.000
0,0,5045,0.000,0.001,0.000
0,0,5095,0.000,0.001,0.000
0,0,5135,0.000,0.000,0.000
0,0,5205,0.000,0.001,0.000
0,0,5395,0.000,0.000,0.000
0,0,5035,0.000,0.001,0.000
0,0,5150,0.000,0.001,0.000
0,0,5170,0.000,0.001,0.000
0,0,5085,0.000,0.001,0.000
0,0,512,0.000,0.000,0.000
0,0,5050,0.000,0.000,0.000
0,0,5285,0.000,0.001,0.000
0,0,5325,0.000,0.001,0.000
0,0,5051,0.000,0.001,0.000
0,0,5415,0.000,0.001,0.000
0,0,5053,0.000,0.001,0.000
0,0,5234,0.000,0.002,0.000
0,0,5055,0.000,0.000,0.000
0,0,5345,0.000,0.000,0.000
0,0,5430,0.000,0.000,0.000
0,0,5467,0.000,0.001,0.000
0,0,5075,0.000,0.001,0.000
0,0,5080,0.000,0.000,0.000
0,0,5130,0.000,0.000,0.000
0,0,5083,0.000,0.000,0.000
0,0,5290,0.000,0.000,0.000
0,0,5355,0.000,0.000,0.000
0,0,5330,0.000,0.000,0.000
0,0,5090,0.000,0.002,0.000
0,0,5093,0.000,0.000,0.000
0,0,5420,0.000,0.002,0.000
0,0,905983,0.000,0.000,0.000
0,0,532,0.000,0.000,0.000
0,0,5110,0.000,0.000,0.000
0,0,5255,0.000,0.001,0.000
0,0,5485,0.000,0.001,0.000
0,0,5125,0.000,0.002,0.000
0,0,5210,0.000,0.000,0.000
0,0,5370,0.000,0.000,0.000
0,0,5132,0.000,0.000,0.000
0,0,5155,0.000,0.001,0.000
0,0,5915,0.000,0.000,0.000
0,0,5140,0.000,0.001,0.000
0,0,5369,0.000,0.001,0.000
0,0,5145,0.000,0.000,0.000
0,0,8186,0.000,0.000,0.000
0,0,5175,0.000,0.000,0.000
0,0,5332,0.000,0.000,0.000
0,0,515,0.000,0.000,0.000
0,0,518,0.000,0.000,0.000
0,0,5490,0.000,0.001,0.000
0,0,588,0.000,0.000,0.000
0,0,905954,0.000,0.001,0.000
0,0,5165,0.000,0.001,0.000
0,0,7611,0.000,0.000,0.000
0,0,5410,0.000,0.001,0.000
0,0,519,0.000,0.000,0.000
0,0,5445,0.000,0.001,0.000
0,0,5300,0.000,0.002,0.000
0,0,5190,0.000,0.000,0.000
0,0,5385,0.000,0.001,0.000
0,0,5358,0.000,0.001,0.000
0,0,5220,0.000,0.001,0.000
0,0,5257,0.000,0.001,0.000
0,0,5331,0.000,0.000,0.000
0,0,5225,0.000,0.000,0.000
0,0,5260,0.000,0.000,0.000
0,0,5390,0.000,0.001,0.000
0,0,5428,0.000,0.000,0.000
0,0,5305,0.000,0.001,0.000
0,0,5335,0.000,0.000,0.000
0,0,5429,0.000,0.000,0.000
0,0,530,0.000,0.000,0.000
0,0,5350,0.000,0.000,0.000
0,0,5427,0.000,0.001,0.000
0,0,531,0.000,0.000,0.000
0,0,5310,0.000,0.001,0.000
0,0,5315,0.000,0.002,0.000
0,0,7665,0.000,0.000,0.000
0,0,5360,0.000,0.000,0.000
0,0,7461,0.000,0.000,0.000
0,0,537,0.000,0.000,0.000
0,0,545,0.000,0.000,0.000
0,0,5718,0.000,0.000,0.000
0,0,572,0.000,0.000,0.000
0,0,595,0.000,0.000,0.000
0,0,5418,0.000,0.000,0.000
0,0,7615,0.000,0.000,0.000
0,0,5419,0.000,0.001,0.000
0,0,5422,0.000,0.000,0.000
0,0,7432,0.000,0.000,0.000
0,0,8203,0.000,0.000,0.000
0,0,548,0.000,0.000,0.000
0,0,5453,0.000,0.000,0.000
0,0,5456,0.000,0.000,0.000
0,0,5460,0.000,0.001,0.000
0,0,5470,0.000,0.000,0.000
0,0,7168,0.000,0.000,0.000
0,0,7169,0.000,0.001,0.000
0,0,573,0.000,0.000,0.000
0,0,5504,0.000,0.000,0.000
0,0,5604,0.000,0.000,0.000
0,0,5606,0.000,0.000,0.000
0,0,5678,0.000,0.000,0.000
0,0,5680,0.000,0.000,0.000
0,0,5730,0.000,0.000,0.000
0,0,5514,0.000,0.000,0.000
0,0,5520,0.000,0.000,0.000
0,0,5522,0.000,0.000,0.000
0,0,5524,0.000,0.000,0.000
0,0,5523,0.000,0.000,0.000
0,0,5526,0.000,0.000,0.000
0,0,5528,0.000,0.000,0.000
0,0,5532,0.000,0.000,0.000
0,0,5534,0.000,0.000,0.000
0,0,5538,0.000,0.000,0.000
0,0,5536,0.000,0.000,0.000
0,0,5537,0.000,0.000,0.000
0,0,5543,0.000,0.000,0.000
0,0,5540,0.000,0.000,0.000
0,0,5548,0.000,0.000,0.000
0,0,5588,0.000,0.000,0.000
0,0,5550,0.000,0.000,0.000
0,0,555,0.000,0.000,0.000
0,0,556,0.000,0.001,0.000
0,0,5553,0.000,0.000,0.000
0,0,5551,0.000,0.000,0.000
0,0,5552,0.000,0.000,0.000
0,0,5555,0.000,0.000,0.000
0,0,5558,0.000,0.000,0.000
0,0,5560,0.000,0.000,0.000
0,0,661,0.000,0.000,0.000
0,0,5564,0.000,0.000,0.000
0,0,5569,0.000,0.000,0.000
0,0,5562,0.000,0.001,0.000
0,0,5566,0.000,0.000,0.000
0,0,5570,0.000,0.000,0.000
0,0,5573,0.000,0.000,0.000
0,0,5576,0.000,0.000,0.000
0,0,5579,0.000,0.000,0.000
0,0,5586,0.000,0.000,0.000
0,0,5585,0.000,0.000,0.000
0,0,5590,0.000,0.000,0.000
0,0,559,0.000,0.001,0.000
0,0,5591,0.000,0.000,0.000
0,0,5600,0.000,0.000,0.000
0,0,5592,0.000,0.000,0.000
0,0,5596,0.000,0.000,0.000
0,0,5598,0.000,0.000,0.000
0,0,80135,0.000,0.001,0.000
0,0,5603,0.000,0.000,0.000
0,0,5608,0.000,0.000,0.000
0,0,8912,0.000,0.000,0.000
0,0,5610,0.000,0.000,0.000
0,0,5614,0.000,0.000,0.000
0,0,5616,0.000,0.000,0.000
0,0,5618,0.000,0.000,0.000
0,0,5622,0.000,0.000,0.000
0,0,5626,0.000,0.000,0.000
0,0,5632,0.000,0.000,0.000
0,0,5634,0.000,0.000,0.000
0,0,8888,0.000,0.000,0.000
0,0,5630,0.000,0.000,0.000
0,0,5638,0.000,0.000,0.000
0,0,5640,0.000,0.000,0.000
0,0,564,0.000,0.000,0.000
0,0,5645,0.000,0.000,0.000
0,0,5652,0.000,0.000,0.000
0,0,5642,0.000,0.000,0.000
0,0,5643,0.000,0.000,0.000
0,0,5646,0.000,0.000,0.000
0,0,5648,0.000,0.000,0.000
0,0,8519,0.000,0.000,0.000
0,0,8899,0.000,0.000,0.000
0,0,565,0.000,0.000,0.000
0,0,5653,0.000,0.000,0.000
0,0,5654,0.000,0.000,0.000
0,0,5662,0.000,0.000,0.000
0,0,566,0.000,0.000,0.000
0,0,8167,0.000,0.000,0.000
0,0,8166,0.000,0.000,0.000
0,0,5666,0.000,0.000,0.000
0,0,8407,0.000,0.000,0.000
0,0,5668,0.000,0.000,0.000
0,0,5672,0.000,0.000,0.000
0,0,5684,0.000,0.000,0.000
0,0,5673,0.000,0.000,0.000
0,0,5674,0.000,0.000,0.000
0,0,5675,0.000,0.000,0.000
0,0,568,0.000,0.000,0.000
0,0,5683,0.000,0.000,0.000
0,0,5690,0.000,0.000,0.000
0,0,5695,0.000,0.000,0.000
0,0,5701,0.000,0.000,0.000
0,0,8404,0.000,0.001,0.000
0,0,5689,0.000,0.000,0.000
0,0,5691,0.000,0.000,0.000
0,0,5708,0.000,0.000,0.000
0,0,5698,0.000,0.000,0.000
0,0,5697,0.000,0.000,0.000
0,0,5699,0.000,0.000,0.000
0,0,5700,0.000,0.000,0.000
0,0,5707,0.000,0.000,0.000
0,0,5895,0.000,0.000,0.000
0,0,5705,0.000,0.000,0.000
0,0,8215,0.000,0.001,0.000
0,0,5723,0.000,0.000,0.000
0,0,5852,0.000,0.000,0.000
0,0,5710,0.000,0.000,0.000
0,0,5712,0.000,0.000,0.000
0,0,5714,0.000,0.000,0.000
0,0,5716,0.000,0.000,0.000
0,0,5720,0.000,0.000,0.000
0,0,5722,0.000,0.000,0.000
0,0,8612,0.000,0.000,0.000
0,0,5727,0.000,0.001,0.000
0,0,5728,0.000,0.000,0.000
0,0,5732,0.000,0.000,0.000
0,0,5735,0.000,0.000,0.000
0,0,5736,0.000,0.000,0.000
0,0,8169,0.000,0.000,0.000
0,0,8587,0.000,0.000,0.000
0,0,5742,0.000,0.000,0.000
0,0,5744,0.000,0.000,0.000
0,0,5745,0.000,0.000,0.000
0,0,5747,0.000,0.000,0.000
0,0,8554,0.000,0.000,0.000
0,0,5752,0.000,0.000,0.000
0,0,5762,0.000,0.000,0.000
0,0,5774,0.000,0.000,0.000
0,0,5753,0.000,0.000,0.000
0,0,5792,0.000,0.000,0.000
0,0,5754,0.000,0.000,0.000
0,0,8360,0.000,0.000,0.000
0,0,5755,0.000,0.000,0.000
0,0,5756,0.000,0.000,0.000
0,0,5769,0.000,0.001,0.000
0,0,585,0.000,0.000,0.000
0,0,598,0.000,0.000,0.000
0,0,5764,0.000,0.000,0.000
0,0,5766,0.000,0.000,0.000
0,0,8372,0.000,0.001,0.000
0,0,8374,0.000,0.001,0.000
0,0,5763,0.000,0.000,0.000
0,0,5765,0.000,0.000,0.000
0,0,5768,0.000,0.000,0.000
0,0,8914,0.000,0.000,0.000
0,0,5767,0.000,0.000,0.000
0,0,5771,0.000,0.001,0.000
0,0,5772,0.000,0.000,0.000
0,0,5778,0.000,0.001,0.000
0,0,85006,0.000,0.000,0.000
0,0,578,0.000,0.000,0.000
0,0,5783,0.000,0.000,0.000
0,0,5786,0.000,0.000,0.000
0,0,8377,0.000,0.000,0.000
0,0,5785,0.000,0.000,0.000
0,0,5789,0.000,0.000,0.000
0,0,59450,0.000,0.000,0.000
0,0,59460,0.000,0.000,0.000
0,0,1598,0.000,0.000,0.000
0,0,600,0.000,0.000,0.000
0,0,85005,0.000,0.001,0.000
0,0,180021,0.000,0.000,0.000
0,0,180022,0.000,0.000,0.000
0,0,10020,0.000,0.000,0.000
0,0,5800,0.000,0.000,0.000
0,0,5801,0.000,0.000,0.000
0,0,8699,0.000,0.000,0.000
0,0,5803,0.000,0.000,0.000
0,0,5806,0.000,0.000,0.000
0,0,5808,0.000,0.000,0.000
0,0,5858,0.000,0.000,0.000
0,0,5812,0.000,0.000,0.000
0,0,5814,0.000,0.000,0.000
0,0,8630,0.000,0.000,0.000
0,0,5816,0.000,0.000,0.000
0,0,5818,0.000,0.000,0.000
